"","x"
"682",552.782791430506
"683",356.682709521412
"684",1986.79497559247
"685",1697.58027849512
"686",656.378814958374
"687",102.731009123025
"688",648.356199563509
"689",1422.26771829873
"690",699.009810435973
"691",199.874718265325
"692",365.676661856326
"693",395.878979505658
"694",1802.94757860928
"695",439.425879249207
"696",238.211805871533
"697",924.15265652485
"698",634.507523360718
"699",402.274260884552
"700",513.905012865414
"701",1597.29252022649
"702",311.325106247038
"703",1630.4862867936
"704",444.673487689807
"705",1930.39780742912
"706",642.561348443265
"707",533.177751558445
"708",968.831204324072
"709",715.133896645649
"710",583.993478001228
"711",771.800817097682
"712",898.748776271107
"713",986.414695135453
"714",709.264601495719
"715",270.749922995016
"716",670.955654735045
"717",818.164364954515
"718",1249.81495246772
"719",334.896477323424
"720",432.427814032696
"721",1256.33633984191
"722",440.964929853626
"723",416.007949181436
"724",295.266009844321
"725",298.68596596887
"726",2300.63122171471
"727",761.119699940143
"728",660.382286001349
"729",586.730652816939
"730",493.123917165849
"731",757.574534624415
"732",312.239490360765
"733",781.964536830877
"734",732.255182248928
"735",345.251114311948
"736",145.426407292815
"737",345.251114311948
"738",771.229342200026
"739",635.468302386937
"740",269.728398477365
"741",407.377869242465
"742",417.971466264123
"743",792.845156034721
"744",824.989561880903
"745",571.485988730317
"746",281.311120321235
"747",679.898696990931
"748",1055.84250950961
"749",2042.22932590664
"750",951.63700150337
"751",704.585735528908
"752",991.711345266052
"753",939.454768338448
"754",717.277776039944
"755",1079.00285394019
"756",1018.26108790824
"757",1002.76439284399
"758",400.654298375612
"759",605.82975277429
"760",681.012662274354
"761",315.732251748488
"762",666.31474903986
"763",1475.15144565069
"764",267.205474949515
"765",1021.01953069808
"766",1268.36682551284
"767",714.258278908997
"768",986.856894575225
"769",489.154405186502
"770",481.264493397545
"771",330.188560015981
"772",530.021990731129
"773",563.657802414433
"774",587.349158382757
"775",752.252470777515
"776",1021.01953069808
"777",723.829168990144
"778",846.274045721348
"779",112.81876376095
"780",856.13175357902
"781",602.085199371183
"782",392.533946063544
"783",1047.43263976931
"784",399.279613583443
"785",268.655661725506
"786",247.511715331163
"787",605.588373517159
"788",1138.71255015958
"789",1050.59457656316
"790",388.626618719049
"791",1867.81956904341
"792",823.591479263259
"793",883.416088785461
"794",2597.20397307602
"795",560.506861911708
"796",1096.40308677594
"797",1182.62580832888
"798",258.730373332147
"799",841.213469568718
"800",799.977140604164
"801",1073.05540978879
"802",595.722121707101
"803",543.877521479556
"804",866.818392765401
"805",289.306362823916
"806",1036.55821333753
"807",841.213469568718
"808",1073.05540978879
"809",158.860958771597
"810",666.514789943211
"811",501.227274602407
"812",93.7737054158599
"813",767.650020863124
"814",2036.5524780451
"815",1255.63864999791
"816",750.17527107657
"817",247.055631686971
"818",612.432408482029
"819",883.727213308513
"820",1435.94352937914
"821",286.495855256191
"822",1269.33003415919
"823",768.439255420556
"824",841.213469568718
"825",1780.59893953953
"826",552.663353565999
"827",520.888234110242
"828",834.332714898568
"829",1132.67324499606
"830",586.38541075598
"831",360.655167153644
"832",635.798258968659
"833",258.631923783684
"834",1766.89567747793
"835",1531.54497514392
"836",218.411374140728
"837",739.316908828356
"838",515.067005893794
"839",199.874718265325
"840",950.480241385786
"841",950.480241385786
"842",1209.57826904119
"843",369.421430486175
"844",733.914329728516
"845",1140.46808029839
"846",481.264493397545
"847",839.374094064604
"848",653.09102590288
"849",781.964536830877
"850",66.3825804051446
"851",453.904586081983
"852",579.596219627458
"853",165.396401134255
"854",153.732327915263
"855",176.708996987123
"856",723.48170895847
"857",103.660574556741
"858",215.233665990116
"859",1268.36682551284
"860",432.427814032696
"861",572.52990412629
"862",352.59522915637
"863",207.786775934896
"864",406.97205332855
"865",158.159745191057
"866",287.776103216109
"867",287.776103216109
"868",380.431935781753
"869",720.160513871444
"870",166.417115059358
"871",551.992787952827
"872",848.525243583721
"873",634.802579101227
"874",466.991037216636
"875",755.593876124142
"876",843.653662975715
"877",931.275116022083
"878",843.653662975715
"879",392.07628316257
"880",290.688687730977
"881",574.275992972842
"882",230.810143392153
"883",956.066624599735
"884",161.696824438985
"885",213.565863612597
"886",922.950790550783
"887",2081.53119510095
"888",1739.39803096227
"889",795.507974829966
"890",725.892678914231
"891",1728.75278500664
"892",1952.53162228911
"893",488.789869313077
"894",732.808421074242
"895",1952.53162228911
"896",1042.14743195618
"897",160.4365288097
"898",1670.42031024366
"899",702.855704447223
"900",743.190536269064
"901",1334.22922301542
"902",684.187944808071
"903",1883.4156409384
"904",1767.99514852827
"905",766.375428853026
"906",288.447532636348
"907",481.264493397545
"908",221.401373681587
"909",134.826428715609
"910",934.322370340357
"911",287.776103216109
"912",1268.36682551284
"913",940.773322554739
"914",940.146214786577
"915",1014.05428791477
"916",706.889875924576
"917",516.983307989783
"918",692.894979322592
"919",986.856894575225
"920",453.904586081983
"921",926.138397369645
"922",494.907248051316
"923",201.816976900654
"924",245.077252854361
"925",240.262574878305
"926",986.856894575225
"927",883.97419939567
"928",63.8417361907472
"929",587.349158382757
"930",306.994393058467
"931",883.97419939567
"932",413.488318066366
"933",413.488318066366
"934",775.150443921017
"935",159.504571784441
"936",1268.36682551284
"937",267.205474949515
"938",563.657802414433
"939",723.829168990144
"940",708.116116200561
"941",974.043129265363
"942",159.504571784441
"943",658.020317426229
"944",699.461529847282
"945",465.910323781438
"946",130.177317844789
"947",708.116116200561
"948",791.292605441007
"949",1047.43263976931
"950",808.122096058522
"951",1198.03750073652
"952",1655.51951053042
"953",359.404062262258
"954",198.518344636763
"955",151.600497044985
"956",637.671393724168
"957",574.275992972842
"958",1609.48975742155
"959",1359.38934423597
"960",1221.56326190443
"961",2047.42922251956
"962",2047.42922251956
"963",447.283052311344
"964",725.892678914231
"965",334.457393583861
"966",1290.12578166205
"967",134.90821083143
"968",761.288569275833
"969",672.367138416995
"970",2032.46165008538
"971",802.930436032166
"972",461.478800735152
"973",324.64489634705
"974",691.778812541818
"975",851.80224808585
"976",763.261742059592
"977",514.733533909452
"978",563.126322563519
"979",536.053153507701
"980",692.305220647836
"981",733.76511040007
"982",457.76132072998
"983",396.324972742333
"984",678.458107795049
"985",462.060121938219
"986",699.461529847282
"987",1159.50740463104
"988",1040.25467615701
"989",342.459152161186
"990",318.379052585587
"991",323.046511563603
"992",343.407422462506
"993",1047.43263976931
"994",291.841037174766
"995",423.855957709718
"996",1161.30691601844
"997",587.349158382757
"998",562.733670767196
"999",700.898193629827
"1000",203.713026574951
"1001",91.1216516304081
"1002",388.500897026006
"1003",480.088077760738
"1004",193.568866604543
"1005",103.668196340202
"1006",412.697418817662
"1007",856.294353390597
"1008",564.393734250643
"1009",1942.58743721993
"1010",1621.20038391373
"1011",977.82919119071
"1012",1161.30691601844
"1013",219.522435048043
"1014",1140.66675158787
"1015",1669.10407882951
"1016",416.90669851529
"1017",699.461529847282
"1018",365.676661856326
"1019",365.426435903179
"1020",915.622008092342
"1021",593.712746802338
"1022",334.457393583861
"1023",926.576587228886
"1024",1046.59965867103
"1025",272.61667357339
"1026",438.629363347502
"1027",343.823830274206
"1028",417.723335157985
"1029",693.78556756592
"1030",327.537715270465
"1031",543.766608373649
"1032",373.711353485108
"1033",807.859685496148
"1034",732.437031022093
"1035",51.6500303284062
"1036",825.804526855931
"1037",1360.29451243606
"1038",253.887600848469
"1039",134.90821083143
"1040",1963.92783596491
"1041",365.426435903179
"1042",986.856894575225
"1043",445.249012625839
"1044",253.872072204149
"1045",392.292607231373
"1046",218.423353354675
"1047",571.10786132227
"1048",396.004049268204
"1049",851.479151836784
"1050",1131.71152059286
"1051",615.16663464867
"1052",291.895655702973
"1053",388.590276591108
"1054",499.985140518128
"1055",580.689729178976
"1056",308.711476650451
"1057",1047.43263976931
"1058",801.613280413648
"1059",253.815272742825
"1060",723.829168990144
"1061",775.150443921017
"1062",1268.36682551284
"1063",1077.55436869086
"1064",563.657802414433
"1065",912.139270119711
"1066",446.487053300605
"1067",1029.45078291575
"1068",374.672652208082
"1069",857.858590616829
"1070",809.936551782057
"1071",918.064396645615
"1072",737.097260250709
"1073",767.832404638085
"1074",767.832404638085
"1075",646.616925233257
"1076",453.320245186376
"1077",325.844880345022
"1078",514.79368555683
"1079",245.008785043083
"1080",137.373449966218
"1081",218.589240872439
"1082",514.79368555683
"1083",723.829168990144
"1084",396.004049268204
"1085",489.835456904228
"1086",775.150443921017
"1087",267.205474949515
"1088",349.839934340813
"1089",563.657802414433
"1090",602.085199371183
"1091",464.477162025086
"1092",375.67495934209
"1093",602.085199371183
"1094",1151.26051588531
"1095",1393.92850317996
"1096",55.6578106925849
"1097",806.2200957929
"1098",504.158360774295
"1099",533.661135633374
"1100",233.427430091923
"1101",129.729707016416
"1102",913.999735548039
"1103",195.349447143799
"1104",163.507086091711
"1105",416.90669851529
"1106",470.599432235543
"1107",291.841037174766
"1108",274.874738464702
"1109",59.9779416567781
"1110",699.461529847282
"1111",825.50484187101
"1112",481.625716400515
"1113",398.91453044477
"1114",382.733993028701
"1115",88.9264220820065
"1116",627.115766793447
"1117",202.755868169581
"1118",59.9779416567781
"1119",66.0738579303433
"1120",530.021990731129
"1121",587.349158382757
"1122",407.088522250326
"1123",302.29165299949
"1124",723.829168990144
"1125",93.7737054158599
"1126",1149.00307040991
"1127",792.779032177919
"1128",447.998322070783
"1129",796.514554201854
"1130",69.3321764091548
"1131",514.080623826919
"1132",143.689283122841
"1133",508.674855784759
"1134",1052.683943647
"1135",295.62250922481
"1136",418.627995184914
"1137",58.4822201583409
"1138",97.276439200341
"1139",712.4090911505
"1140",321.579246712031
"1141",362.970926770966
"1142",209.599860715577
"1143",573.387985079093
"1144",417.598413545732
"1145",1191.65803682671
"1146",1191.65803682671
"1147",1476.2196825121
"1148",334.457393583861
"1149",207.602517423804
"1150",341.594345600807
"1151",528.764735803511
"1152",2154.28949532676
"1153",299.875748215568
"1154",1732.53427404032
"1155",844.26539048031
"1156",852.368105932033
"1157",1047.43263976931
"1158",754.916961753386
"1159",298.34451651156
"1160",416.90669851529
"1161",169.427732594782
"1162",1268.36682551284
"1163",93.7737054158599
"1164",302.29165299949
"1165",1205.03812367716
"1166",563.657802414433
"1167",723.829168990144
"1168",169.427732594782
"1169",267.205474949515
"1170",461.217840465829
"1171",666.514789943211
"1172",868.936351655467
"1173",796.514554201854
"1174",1024.76075269459
"1175",396.004049268204
"1176",369.81254175969
"1177",363.494142075296
"1178",327.537715270465
"1179",571.943375975714
"1180",274.883033949857
"1181",214.880569771929
"1182",274.883033949857
"1183",821.124068921438
"1184",263.900869323279
"1185",835.809304697447
"1186",505.283667594999
"1187",574.275992972842
"1188",468.666381560983
"1189",1750.81208326701
"1190",2071.45960816888
"1191",1519.31932430483
"1192",1817.03546262816
"1193",1717.32088262882
"1194",1096.40308677594
"1195",179.407092911518
"1196",2032.71563909275
"1197",1772.13610924494
"1198",1655.38031435996
"1199",1033.55911614055
"1200",1167.10661382199
"1201",445.43127124254
"1202",1230.51280251494
"1203",269.364345873892
"1204",269.364345873892
"1205",487.11547777741
"1206",1120.25627407782
"1207",311.237978059485
"1208",1307.68429142419
"1209",864.856654790747
"1210",1293.80636739607
"1211",983.52312536379
"1212",870.49234255839
"1213",507.045578642392
"1214",625.943452835303
"1215",209.245755772728
"1216",841.213469568718
"1217",396.004049268204
"1218",831.929923004689
"1219",635.798258968659
"1220",129.729707016416
"1221",1149.00307040991
"1222",461.217840465829
"1223",831.929923004689
"1224",841.213469568718
"1225",487.148491585039
"1226",1004.84781301091
"1227",282.096594725369
"1228",423.855957709718
"1229",352.59522915637
"1230",841.213469568718
"1231",470.599432235543
"1232",732.255182248928
"1233",1088.6084293825
"1234",1077.55436869086
"1235",487.148491585039
"1236",201.832481448697
"1237",503.73381228354
"1238",1106.68713697121
"1239",145.491936544083
"1240",944.064793663336
"1241",821.124068921438
"1242",1089.50923814526
"1243",457.727105907639
"1244",334.828183324466
"1245",289.113238640751
"1246",1050.24865693172
"1247",658.236363963163
"1248",1004.96137240939
"1249",296.562727987988
"1250",907.497763566747
"1251",930.382106438339
"1252",381.90353305922
"1253",810.47822814373
"1254",130.910560213309
"1255",848.525243583721
"1256",993.482845229424
"1257",435.067328412271
"1258",402.766031194316
"1259",1004.68187053103
"1260",428.662921972987
"1261",495.334881365007
"1262",1402.06224933691
"1263",842.349989134532
"1264",1127.20733162208
"1265",592.817408768855
"1266",229.477586721138
"1267",364.563200455883
"1268",817.877173096046
"1269",518.858744826995
"1270",1012.46189550305
"1271",795.154893635327
"1272",1024.78652411359
"1273",574.481468468142
"1274",682.781878383055
"1275",673.325669478341
"1276",1460.8337057499
"1277",979.400630628215
"1278",305.037314828336
"1279",428.001998264155
"1280",182.542446358905
"1281",229.477586721138
"1282",425.43229845896
"1283",254.310782133806
"1284",274.63408571957
"1285",1118.41654875942
"1286",264.401923923771
"1287",381.689078756444
"1288",34.925574371911
"1289",426.706953785288
"1290",529.752987242447
"1291",847.131474473304
"1292",142.907973950528
"1293",826.302309838397
"1294",257.524420882203
"1295",396.743417780839
"1296",170.477783363418
"1297",449.587662232726
"1298",850.24927679681
"1299",1000.33405478059
"1300",474.040201071945
"1301",1229.96527436096
"1302",376.5595680932
"1303",520.671350477045
"1304",389.612292474313
"1305",649.802383929174
"1306",506.138333424483
"1307",559.602245482118
"1308",286.221430763465
"1309",506.138333424483
"1310",311.778266148274
"1311",1114.68471523008
"1312",476.816670398587
"1313",410.711419122833
"1314",306.161967078662
"1315",1777.53263194656
"1316",1989.09960256432
"1317",1579.35253825916
"1318",656.378814958374
"1319",618.673726676406
"1320",385.179282512039
"1321",357.037462177311
"1322",260.226794141053
"1323",787.544628905506
"1324",789.778617577716
"1325",341.257353773062
"1326",797.432679188961
"1327",963.180903622485
"1328",439.050979421816
"1329",758.954516822949
"1330",97.6102087641825
"1331",894.459063844827
"1332",974.899785742163
"1333",589.483071133873
"1334",693.257825162813
"1335",693.357919350981
